id,genre,instrument,mood/theme
gPO_sBM_c01_d10_mPO0_ch07_2,instrumentalpop,"drummachine,computer,drums",energetic
gPO_sBM_c01_d10_mPO0_ch08_1,instrumentalpop,"drummachine,computer,electricpiano",happy
gPO_sBM_c01_d10_mPO0_ch08_2,instrumentalpop,"drummachine,computer,drums",energetic
gPO_sBM_c01_d10_mPO0_ch09_1,instrumentalpop,"drummachine,computer,electricpiano",happy
gPO_sBM_c01_d10_mPO0_ch09_2,instrumentalpop,"drummachine,computer,drums",energetic
gPO_sBM_c01_d10_mPO0_ch10_1,instrumentalpop,"drummachine,computer,electricpiano",happy
gPO_sBM_c01_d10_mPO0_ch10_2,instrumentalpop,"drummachine,computer,drums",energetic
gPO_sBM_c01_d11_mPO0_ch03_1,instrumentalpop,"drummachine,computer,electricpiano",happy
gPO_sBM_c01_d11_mPO0_ch03_2,instrumentalpop,"drummachine,computer,drums",energetic
gPO_sBM_c01_d11_mPO0_ch04_1,instrumentalpop,"drummachine,computer,electricpiano",happy
gPO_sBM_c01_d11_mPO0_ch04_2,instrumentalpop,"drummachine,computer,drums",energetic
gPO_sBM_c01_d11_mPO0_ch05_1,instrumentalpop,"drummachine,computer,electricpiano",happy
gPO_sBM_c01_d11_mPO0_ch05_2,instrumentalpop,"drummachine,computer,drums",energetic
gPO_sBM_c01_d11_mPO0_ch06_1,instrumentalpop,"drummachine,computer,electricpiano",happy
gPO_sBM_c01_d11_mPO0_ch06_2,instrumentalpop,"drummachine,computer,drums",energetic
gPO_sBM_c01_d11_mPO0_ch07_1,instrumentalpop,"drummachine,computer,electricpiano",happy
gPO_sBM_c01_d11_mPO0_ch07_2,instrumentalpop,"drummachine,computer,drums",energetic
gPO_sBM_c01_d11_mPO0_ch08_1,instrumentalpop,"drummachine,computer,electricpiano",happy
gPO_sBM_c01_d11_mPO0_ch08_2,instrumentalpop,"drummachine,computer,drums",energetic
gPO_sBM_c01_d11_mPO0_ch09_1,instrumentalpop,"drummachine,computer,electricpiano",happy
gPO_sBM_c01_d11_mPO0_ch09_2,instrumentalpop,"drummachine,computer,drums",energetic
gPO_sBM_c01_d11_mPO0_ch10_1,instrumentalpop,"drummachine,computer,electricpiano",happy
gPO_sBM_c01_d11_mPO0_ch10_2,instrumentalpop,"drummachine,computer,drums",energetic
gPO_sFM_c01_d10_mPO0_ch01_1,instrumentalpop,"drummachine,computer,keyboard",happy
gPO_sFM_c01_d10_mPO0_ch01_2,instrumentalpop,"drummachine,drums,computer",energetic
gPO_sFM_c01_d10_mPO0_ch01_3,instrumentalpop,"drummachine,drums,computer",energetic
gPO_sFM_c01_d10_mPO0_ch01_4,instrumentalpop,"drummachine,drums,computer",energetic
gPO_sFM_c01_d10_mPO0_ch01_5,reggae,"drummachine,drums,synthesizer",film
gPO_sFM_c01_d10_mPO0_ch01_6,instrumentalpop,"drummachine,drums,synthesizer",energetic
gPO_sFM_c01_d10_mPO0_ch01_7,instrumentalpop,"drummachine,drums,synthesizer",energetic
gPO_sFM_c01_d10_mPO0_ch01_8,instrumentalpop,"drummachine,drums,synthesizer",energetic
gPO_sFM_c01_d10_mPO0_ch01_9,instrumentalpop,"drummachine,drums,synthesizer",energetic
gPO_sFM_c01_d11_mPO0_ch08_1,instrumentalpop,"drummachine,computer,keyboard",happy
gPO_sFM_c01_d11_mPO0_ch08_2,instrumentalpop,"drummachine,drums,computer",energetic
gPO_sFM_c01_d11_mPO0_ch08_3,instrumentalpop,"drummachine,drums,computer",energetic
gPO_sFM_c01_d11_mPO0_ch08_4,instrumentalpop,"drummachine,drums,computer",energetic
gPO_sFM_c01_d11_mPO0_ch08_5,reggae,"drummachine,drums,synthesizer",film
gPO_sFM_c01_d11_mPO0_ch08_6,instrumentalpop,"drummachine,drums,synthesizer",energetic
gPO_sFM_c01_d11_mPO0_ch08_7,instrumentalpop,"drummachine,drums,synthesizer",energetic
gPO_sFM_c01_d11_mPO0_ch08_8,instrumentalpop,"drummachine,drums,synthesizer",energetic
gPO_sFM_c01_d11_mPO0_ch08_9,instrumentalpop,"drummachine,drums,synthesizer",energetic
gPO_sFM_c01_d12_mPO0_ch15_1,instrumentalpop,"drummachine,computer,keyboard",happy
gPO_sFM_c01_d12_mPO0_ch15_2,instrumentalpop,"drummachine,drums,computer",energetic
gPO_sFM_c01_d12_mPO0_ch15_3,instrumentalpop,"drummachine,drums,computer",energetic
gPO_sFM_c01_d12_mPO0_ch15_4,instrumentalpop,"drummachine,drums,computer",energetic
gPO_sFM_c01_d12_mPO0_ch15_5,reggae,"drummachine,drums,synthesizer",film
gPO_sFM_c01_d12_mPO0_ch15_6,instrumentalpop,"drummachine,drums,synthesizer",energetic
gPO_sFM_c01_d12_mPO0_ch15_7,instrumentalpop,"drummachine,drums,synthesizer",energetic
gPO_sFM_c01_d12_mPO0_ch15_8,instrumentalpop,"drummachine,drums,synthesizer",energetic
gPO_sFM_c01_d12_mPO0_ch15_9,instrumentalpop,"drummachine,drums,synthesizer",energetic
gPO_sBM_c01_d10_mPO2_ch03_1,instrumentalpop,"piano,drummachine,electricpiano",energetic
gPO_sBM_c01_d10_mPO2_ch03_2,rock,"drummachine,drums,synthesizer",energetic
gPO_sBM_c01_d10_mPO2_ch04_1,instrumentalpop,"piano,drummachine,electricpiano",energetic
gPO_sBM_c01_d10_mPO2_ch04_2,rock,"drummachine,drums,synthesizer",energetic
gPO_sBM_c01_d10_mPO2_ch05_1,instrumentalpop,"piano,drummachine,electricpiano",energetic
gPO_sBM_c01_d10_mPO2_ch05_2,rock,"drummachine,drums,synthesizer",energetic
gPO_sBM_c01_d10_mPO2_ch06_1,instrumentalpop,"piano,drummachine,electricpiano",energetic
gPO_sBM_c01_d10_mPO2_ch06_2,rock,"drummachine,drums,synthesizer",energetic
gPO_sBM_c01_d10_mPO2_ch07_1,instrumentalpop,"piano,drummachine,electricpiano",energetic
gPO_sBM_c01_d10_mPO2_ch07_2,rock,"drummachine,drums,synthesizer",energetic
gPO_sBM_c01_d10_mPO2_ch08_1,instrumentalpop,"piano,drummachine,electricpiano",energetic
gPO_sBM_c01_d10_mPO2_ch08_2,rock,"drummachine,drums,synthesizer",energetic
gPO_sBM_c01_d10_mPO2_ch09_1,instrumentalpop,"piano,drummachine,electricpiano",energetic
gPO_sBM_c01_d10_mPO2_ch09_2,rock,"drummachine,drums,synthesizer",energetic
gPO_sBM_c01_d10_mPO2_ch10_1,instrumentalpop,"piano,drummachine,electricpiano",energetic
gPO_sBM_c01_d10_mPO2_ch10_2,rock,"drummachine,drums,synthesizer",energetic
gPO_sBM_c01_d12_mPO2_ch03_1,instrumentalpop,"piano,drummachine,electricpiano",energetic
gPO_sBM_c01_d12_mPO2_ch03_2,rock,"drummachine,drums,synthesizer",energetic
gPO_sBM_c01_d12_mPO2_ch04_1,instrumentalpop,"piano,drummachine,electricpiano",energetic
gPO_sBM_c01_d12_mPO2_ch04_2,rock,"drummachine,drums,synthesizer",energetic
gPO_sBM_c01_d12_mPO2_ch05_1,instrumentalpop,"piano,drummachine,electricpiano",energetic
gPO_sBM_c01_d12_mPO2_ch05_2,rock,"drummachine,drums,synthesizer",energetic
gPO_sBM_c01_d12_mPO2_ch06_1,instrumentalpop,"piano,drummachine,electricpiano",energetic
gPO_sBM_c01_d12_mPO2_ch06_2,rock,"drummachine,drums,synthesizer",energetic
gPO_sBM_c01_d12_mPO2_ch07_1,instrumentalpop,"piano,drummachine,electricpiano",energetic
gPO_sBM_c01_d12_mPO2_ch07_2,rock,"drummachine,drums,synthesizer",energetic
gPO_sBM_c01_d12_mPO2_ch08_1,instrumentalpop,"piano,drummachine,electricpiano",energetic
gPO_sBM_c01_d12_mPO2_ch08_2,rock,"drummachine,drums,synthesizer",energetic
gPO_sBM_c01_d12_mPO2_ch09_1,instrumentalpop,"piano,drummachine,electricpiano",energetic
gPO_sBM_c01_d12_mPO2_ch09_2,rock,"drummachine,drums,synthesizer",energetic
gPO_sBM_c01_d12_mPO2_ch10_1,instrumentalpop,"piano,drummachine,electricpiano",energetic
gPO_sBM_c01_d12_mPO2_ch10_2,rock,"drummachine,drums,synthesizer",energetic
gPO_sFM_c01_d10_mPO2_ch03_1,hiphop,"piano,drummachine,electricpiano",energetic
gPO_sFM_c01_d10_mPO2_ch03_2,rock,"synthesizer,drummachine,drums",energetic
gPO_sFM_c01_d10_mPO2_ch03_3,newage,"drummachine,synthesizer,drums",energetic
gPO_sFM_c01_d10_mPO2_ch03_4,newage,"synthesizer,drummachine,drums",energetic
gPO_sFM_c01_d10_mPO2_ch03_5,hiphop,"drummachine,synthesizer,piano",film
gPO_sFM_c01_d10_mPO2_ch03_6,rock,"synthesizer,drummachine,drums",energetic
gPO_sFM_c01_d10_mPO2_ch03_7,newage,"synthesizer,drummachine,piano",energetic
gPO_sFM_c01_d10_mPO2_ch03_8,newage,"synthesizer,drums,drummachine",energetic
gPO_sFM_c01_d11_mPO2_ch10_1,hiphop,"piano,drummachine,electricpiano",energetic
gPO_sFM_c01_d11_mPO2_ch10_2,rock,"synthesizer,drummachine,drums",energetic
gPO_sFM_c01_d11_mPO2_ch10_3,newage,"drummachine,synthesizer,drums",energetic
gPO_sFM_c01_d11_mPO2_ch10_4,newage,"synthesizer,drummachine,drums",energetic
gPO_sFM_c01_d11_mPO2_ch10_5,hiphop,"drummachine,synthesizer,piano",film
gPO_sFM_c01_d11_mPO2_ch10_6,rock,"synthesizer,drummachine,drums",energetic
gPO_sFM_c01_d11_mPO2_ch10_7,newage,"synthesizer,drummachine,piano",energetic
gPO_sFM_c01_d11_mPO2_ch10_8,newage,"synthesizer,drums,drummachine",energetic
gPO_sFM_c01_d11_mPO2_ch14_1,hiphop,"piano,drummachine,electricpiano",energetic
gPO_sFM_c01_d11_mPO2_ch14_2,rock,"synthesizer,drummachine,drums",energetic
gPO_sFM_c01_d11_mPO2_ch14_3,newage,"drummachine,synthesizer,drums",energetic
gPO_sFM_c01_d11_mPO2_ch14_4,newage,"synthesizer,drummachine,drums",energetic
gPO_sFM_c01_d11_mPO2_ch14_5,hiphop,"drummachine,synthesizer,piano",film
gPO_sFM_c01_d11_mPO2_ch14_6,rock,"synthesizer,drummachine,drums",energetic
gPO_sFM_c01_d11_mPO2_ch14_7,newage,"synthesizer,drummachine,piano",energetic
gPO_sFM_c01_d11_mPO2_ch14_8,newage,"synthesizer,drums,drummachine",energetic
gPO_sFM_c01_d12_mPO2_ch17_1,hiphop,"piano,drummachine,electricpiano",energetic
gPO_sFM_c01_d12_mPO2_ch17_2,rock,"synthesizer,drummachine,drums",energetic
gPO_sFM_c01_d12_mPO2_ch17_3,newage,"drummachine,synthesizer,drums",energetic
gPO_sFM_c01_d12_mPO2_ch17_4,newage,"synthesizer,drummachine,drums",energetic
gPO_sFM_c01_d12_mPO2_ch17_5,hiphop,"drummachine,synthesizer,piano",film
gPO_sFM_c01_d12_mPO2_ch17_6,rock,"synthesizer,drummachine,drums",energetic
gPO_sFM_c01_d12_mPO2_ch17_7,newage,"synthesizer,drummachine,piano",energetic
gPO_sFM_c01_d12_mPO2_ch17_8,newage,"synthesizer,drums,drummachine",energetic
gPO_sBM_c01_d10_mPO3_ch03_1,techno,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d10_mPO3_ch03_2,newage,"synthesizer,piano,drums",energetic
gPO_sBM_c01_d10_mPO3_ch04_1,techno,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d10_mPO3_ch04_2,newage,"synthesizer,piano,drums",energetic
gPO_sBM_c01_d10_mPO3_ch05_1,techno,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d10_mPO3_ch05_2,newage,"synthesizer,piano,drums",energetic
gPO_sBM_c01_d10_mPO3_ch06_1,techno,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d10_mPO3_ch06_2,newage,"synthesizer,piano,drums",energetic
gPO_sBM_c01_d10_mPO3_ch07_1,techno,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d10_mPO3_ch07_2,newage,"synthesizer,piano,drums",energetic
gPO_sBM_c01_d10_mPO3_ch08_1,techno,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d10_mPO3_ch08_2,newage,"synthesizer,piano,drums",energetic
gPO_sBM_c01_d10_mPO3_ch09_1,techno,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d10_mPO3_ch09_2,newage,"synthesizer,piano,drums",energetic
gPO_sBM_c01_d10_mPO3_ch10_1,techno,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d10_mPO3_ch10_2,newage,"synthesizer,piano,drums",energetic
gPO_sBM_c01_d12_mPO3_ch03_1,techno,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d12_mPO3_ch03_2,newage,"synthesizer,piano,drums",energetic
gPO_sBM_c01_d12_mPO3_ch04_1,techno,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d12_mPO3_ch04_2,newage,"synthesizer,piano,drums",energetic
gPO_sBM_c01_d12_mPO3_ch05_1,techno,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d12_mPO3_ch05_2,newage,"synthesizer,piano,drums",energetic
gPO_sBM_c01_d12_mPO3_ch06_1,techno,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d12_mPO3_ch06_2,newage,"synthesizer,piano,drums",energetic
gPO_sBM_c01_d12_mPO3_ch07_1,techno,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d12_mPO3_ch07_2,newage,"synthesizer,piano,drums",energetic
gPO_sBM_c01_d12_mPO3_ch08_1,techno,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d12_mPO3_ch08_2,newage,"synthesizer,piano,drums",energetic
gPO_sBM_c01_d12_mPO3_ch09_1,techno,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d12_mPO3_ch09_2,newage,"synthesizer,piano,drums",energetic
gPO_sBM_c01_d12_mPO3_ch10_1,techno,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d12_mPO3_ch10_2,newage,"synthesizer,piano,drums",energetic
gPO_sFM_c01_d10_mPO3_ch07_1,techno,"piano,drummachine,synthesizer",energetic
gPO_sFM_c01_d10_mPO3_ch07_2,newage,"drums,synthesizer,piano",energetic
gPO_sFM_c01_d10_mPO3_ch07_3,techno,"piano,synthesizer,computer",energetic
gPO_sFM_c01_d10_mPO3_ch07_4,dance,"drummachine,synthesizer,guitar",energetic
gPO_sFM_c01_d10_mPO3_ch07_5,newage,"piano,synthesizer,violin",energetic
gPO_sFM_c01_d10_mPO3_ch07_6,newage,"synthesizer,piano,drums",energetic
gPO_sFM_c01_d10_mPO3_ch07_7,newage,"drums,synthesizer,drummachine",energetic
gPO_sFM_c01_d11_mPO3_ch11_1,techno,"piano,drummachine,synthesizer",energetic
gPO_sFM_c01_d11_mPO3_ch11_2,newage,"drums,synthesizer,piano",energetic
gPO_sFM_c01_d11_mPO3_ch11_3,techno,"piano,synthesizer,computer",energetic
gPO_sFM_c01_d11_mPO3_ch11_4,dance,"drummachine,synthesizer,guitar",energetic
gPO_sFM_c01_d11_mPO3_ch11_5,newage,"piano,synthesizer,violin",energetic
gPO_sFM_c01_d11_mPO3_ch11_6,newage,"synthesizer,piano,drums",energetic
gPO_sFM_c01_d11_mPO3_ch11_7,newage,"drums,synthesizer,drummachine",energetic
gPO_sFM_c01_d12_mPO3_ch18_1,techno,"piano,drummachine,synthesizer",energetic
gPO_sFM_c01_d12_mPO3_ch18_2,newage,"drums,synthesizer,piano",energetic
gPO_sFM_c01_d12_mPO3_ch18_3,techno,"piano,synthesizer,computer",energetic
gPO_sFM_c01_d12_mPO3_ch18_4,dance,"drummachine,synthesizer,guitar",energetic
gPO_sFM_c01_d12_mPO3_ch18_5,newage,"piano,synthesizer,violin",energetic
gPO_sFM_c01_d12_mPO3_ch18_6,newage,"synthesizer,piano,drums",energetic
gPO_sFM_c01_d12_mPO3_ch18_7,newage,"drums,synthesizer,drummachine",energetic
gPO_sBM_c01_d11_mPO4_ch03_1,newage,"bass,drummachine,synthesizer",energetic
gPO_sBM_c01_d11_mPO4_ch03_2,newage,"synthesizer,drums,bass",energetic
gPO_sBM_c01_d11_mPO4_ch04_1,newage,"bass,drummachine,synthesizer",energetic
gPO_sBM_c01_d11_mPO4_ch04_2,newage,"synthesizer,drums,bass",energetic
gPO_sBM_c01_d11_mPO4_ch05_1,newage,"bass,drummachine,synthesizer",energetic
gPO_sBM_c01_d11_mPO4_ch05_2,newage,"synthesizer,drums,bass",energetic
gPO_sBM_c01_d11_mPO4_ch06_1,newage,"bass,drummachine,synthesizer",energetic
gPO_sBM_c01_d11_mPO4_ch06_2,newage,"synthesizer,drums,bass",energetic
gPO_sBM_c01_d11_mPO4_ch07_1,newage,"bass,drummachine,synthesizer",energetic
gPO_sBM_c01_d11_mPO4_ch07_2,newage,"synthesizer,drums,bass",energetic
gPO_sBM_c01_d11_mPO4_ch08_1,newage,"bass,drummachine,synthesizer",energetic
gPO_sBM_c01_d11_mPO4_ch08_2,newage,"synthesizer,drums,bass",energetic
gPO_sBM_c01_d11_mPO4_ch09_1,newage,"bass,drummachine,synthesizer",energetic
gPO_sBM_c01_d11_mPO4_ch09_2,newage,"synthesizer,drums,bass",energetic
gPO_sBM_c01_d11_mPO4_ch10_1,newage,"bass,drummachine,synthesizer",energetic
gPO_sBM_c01_d11_mPO4_ch10_2,newage,"synthesizer,drums,bass",energetic
gPO_sBM_c01_d12_mPO4_ch03_1,newage,"bass,drummachine,synthesizer",energetic
gPO_sBM_c01_d12_mPO4_ch03_2,newage,"synthesizer,drums,bass",energetic
gPO_sBM_c01_d12_mPO4_ch04_1,newage,"bass,drummachine,synthesizer",energetic
gPO_sBM_c01_d12_mPO4_ch04_2,newage,"synthesizer,drums,bass",energetic
gPO_sBM_c01_d12_mPO4_ch05_1,newage,"bass,drummachine,synthesizer",energetic
gPO_sBM_c01_d12_mPO4_ch05_2,newage,"synthesizer,drums,bass",energetic
gPO_sBM_c01_d12_mPO4_ch06_1,newage,"bass,drummachine,synthesizer",energetic
gPO_sBM_c01_d12_mPO4_ch06_2,newage,"synthesizer,drums,bass",energetic
gPO_sBM_c01_d12_mPO4_ch07_1,newage,"bass,drummachine,synthesizer",energetic
gPO_sBM_c01_d12_mPO4_ch07_2,newage,"synthesizer,drums,bass",energetic
gPO_sBM_c01_d12_mPO4_ch08_1,newage,"bass,drummachine,synthesizer",energetic
gPO_sBM_c01_d12_mPO4_ch08_2,newage,"synthesizer,drums,bass",energetic
gPO_sBM_c01_d12_mPO4_ch09_1,newage,"bass,drummachine,synthesizer",energetic
gPO_sBM_c01_d12_mPO4_ch09_2,newage,"synthesizer,drums,bass",energetic
gPO_sBM_c01_d12_mPO4_ch10_1,newage,"bass,drummachine,synthesizer",energetic
gPO_sBM_c01_d12_mPO4_ch10_2,newage,"synthesizer,drums,bass",energetic
gPO_sFM_c01_d10_mPO4_ch05_1,jazz,"bass,drummachine,synthesizer",energetic
gPO_sFM_c01_d10_mPO4_ch05_2,newage,"synthesizer,drums,piano",energetic
gPO_sFM_c01_d10_mPO4_ch05_3,newage,"synthesizer,piano,drummachine",energetic
gPO_sFM_c01_d10_mPO4_ch05_4,newage,"drummachine,drums,synthesizer",energetic
gPO_sFM_c01_d10_mPO4_ch05_5,newage,"synthesizer,drums,drummachine",energetic
gPO_sFM_c01_d10_mPO4_ch05_6,newage,"synthesizer,drums,drummachine",energetic
gPO_sFM_c01_d11_mPO4_ch12_1,jazz,"bass,drummachine,synthesizer",energetic
gPO_sFM_c01_d11_mPO4_ch12_2,newage,"synthesizer,drums,piano",energetic
gPO_sFM_c01_d11_mPO4_ch12_3,newage,"synthesizer,piano,drummachine",energetic
gPO_sFM_c01_d11_mPO4_ch12_4,newage,"drummachine,drums,synthesizer",energetic
gPO_sFM_c01_d11_mPO4_ch12_5,newage,"synthesizer,drums,drummachine",energetic
gPO_sFM_c01_d11_mPO4_ch12_6,newage,"synthesizer,drums,drummachine",energetic
gPO_sFM_c01_d12_mPO4_ch19_1,jazz,"bass,drummachine,synthesizer",energetic
gPO_sFM_c01_d12_mPO4_ch19_2,newage,"synthesizer,drums,piano",energetic
gPO_sFM_c01_d12_mPO4_ch19_3,newage,"synthesizer,piano,drummachine",energetic
gPO_sFM_c01_d12_mPO4_ch19_4,newage,"drummachine,drums,synthesizer",energetic
gPO_sFM_c01_d12_mPO4_ch19_5,newage,"synthesizer,drums,drummachine",energetic
gPO_sFM_c01_d12_mPO4_ch19_6,newage,"synthesizer,drums,drummachine",energetic
gPO_sBM_c01_d11_mPO5_ch03_1,jazz,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d11_mPO5_ch04_1,jazz,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d11_mPO5_ch05_1,jazz,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d11_mPO5_ch06_1,jazz,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d11_mPO5_ch07_1,jazz,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d11_mPO5_ch08_1,jazz,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d11_mPO5_ch09_1,jazz,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d11_mPO5_ch10_1,jazz,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d12_mPO5_ch03_1,jazz,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d12_mPO5_ch04_1,jazz,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d12_mPO5_ch05_1,jazz,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d12_mPO5_ch06_1,jazz,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d12_mPO5_ch07_1,jazz,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d12_mPO5_ch08_1,jazz,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d12_mPO5_ch09_1,jazz,"piano,synthesizer,drummachine",energetic
gPO_sBM_c01_d12_mPO5_ch10_1,jazz,"piano,synthesizer,drummachine",energetic
gPO_sFM_c01_d10_mPO5_ch06_1,jazz,"piano,synthesizer,drummachine",energetic
gPO_sFM_c01_d10_mPO5_ch06_2,reggae,"violin,synthesizer,strings",energetic
gPO_sFM_c01_d10_mPO5_ch06_3,newage,"violin,drums,strings",energetic
gPO_sFM_c01_d10_mPO5_ch06_4,reggae,"synthesizer,piano,computer",energetic
gPO_sFM_c01_d10_mPO5_ch06_5,newage,"violin,strings,synthesizer",energetic
gPO_sFM_c01_d10_mPO5_ch06_6,reggae,"violin,synthesizer,computer",energetic
gPO_sFM_c01_d11_mPO5_ch13_1,jazz,"piano,synthesizer,drummachine",energetic
gPO_sFM_c01_d11_mPO5_ch13_2,reggae,"violin,synthesizer,strings",energetic
gPO_sFM_c01_d11_mPO5_ch13_3,newage,"violin,drums,strings",energetic
gPO_sFM_c01_d11_mPO5_ch13_4,reggae,"synthesizer,piano,computer",energetic
gPO_sFM_c01_d11_mPO5_ch13_5,newage,"violin,strings,synthesizer",energetic
gPO_sFM_c01_d11_mPO5_ch13_6,reggae,"violin,synthesizer,computer",energetic
gPO_sFM_c01_d12_mPO5_ch20_1,jazz,"piano,synthesizer,drummachine",energetic
gPO_sFM_c01_d12_mPO5_ch20_2,reggae,"violin,synthesizer,strings",energetic
gPO_sFM_c01_d12_mPO5_ch20_3,newage,"violin,drums,strings",energetic
gPO_sFM_c01_d12_mPO5_ch20_4,reggae,"synthesizer,piano,computer",energetic
gPO_sFM_c01_d12_mPO5_ch20_5,newage,"violin,strings,synthesizer",energetic
gPO_sFM_c01_d12_mPO5_ch20_6,reggae,"violin,synthesizer,computer",energetic
gPO_sFM_c01_d12_mPO5_ch21_1,jazz,"piano,synthesizer,drummachine",energetic
gPO_sFM_c01_d12_mPO5_ch21_2,reggae,"violin,synthesizer,strings",energetic
gPO_sFM_c01_d12_mPO5_ch21_3,newage,"violin,drums,strings",energetic
gPO_sFM_c01_d12_mPO5_ch21_4,reggae,"synthesizer,piano,computer",energetic
gPO_sFM_c01_d12_mPO5_ch21_5,newage,"violin,strings,synthesizer",energetic
gPO_sFM_c01_d12_mPO5_ch21_6,reggae,"violin,synthesizer,computer",energetic
gWA_sBM_c01_d25_mWA1_ch03_1,jazz,"bass,electricguitar,acousticguitar",energetic
gWA_sBM_c01_d25_mWA1_ch03_2,reggae,"bass,synthesizer,electricpiano",energetic
gWA_sBM_c01_d25_mWA1_ch04_1,jazz,"bass,electricguitar,acousticguitar",energetic
gWA_sBM_c01_d25_mWA1_ch04_2,reggae,"bass,synthesizer,electricpiano",energetic
gWA_sBM_c01_d25_mWA1_ch05_1,jazz,"bass,electricguitar,acousticguitar",energetic
gWA_sBM_c01_d25_mWA1_ch05_2,reggae,"bass,synthesizer,electricpiano",energetic
gWA_sBM_c01_d25_mWA1_ch06_1,jazz,"bass,electricguitar,acousticguitar",energetic
gWA_sBM_c01_d25_mWA1_ch06_2,reggae,"bass,synthesizer,electricpiano",energetic
gWA_sBM_c01_d25_mWA1_ch07_1,jazz,"bass,electricguitar,acousticguitar",energetic
gWA_sBM_c01_d25_mWA1_ch07_2,reggae,"bass,synthesizer,electricpiano",energetic
gWA_sBM_c01_d25_mWA1_ch08_1,jazz,"bass,electricguitar,acousticguitar",energetic
gWA_sBM_c01_d25_mWA1_ch08_2,reggae,"bass,synthesizer,electricpiano",energetic
gWA_sBM_c01_d25_mWA1_ch09_1,jazz,"bass,electricguitar,acousticguitar",energetic
gWA_sBM_c01_d25_mWA1_ch09_2,reggae,"bass,synthesizer,electricpiano",energetic
gWA_sBM_c01_d25_mWA1_ch10_1,jazz,"bass,electricguitar,acousticguitar",energetic
gWA_sBM_c01_d25_mWA1_ch10_2,reggae,"bass,synthesizer,electricpiano",energetic
gWA_sBM_c01_d26_mWA1_ch03_1,jazz,"bass,electricguitar,acousticguitar",energetic
gWA_sBM_c01_d26_mWA1_ch03_2,reggae,"bass,synthesizer,electricpiano",energetic
gWA_sBM_c01_d26_mWA1_ch04_1,jazz,"bass,electricguitar,acousticguitar",energetic
gWA_sBM_c01_d26_mWA1_ch04_2,reggae,"bass,synthesizer,electricpiano",energetic
gWA_sBM_c01_d26_mWA1_ch05_1,jazz,"bass,electricguitar,acousticguitar",energetic
gWA_sBM_c01_d26_mWA1_ch05_2,reggae,"bass,synthesizer,electricpiano",energetic
gWA_sBM_c01_d26_mWA1_ch06_1,jazz,"bass,electricguitar,acousticguitar",energetic
gWA_sBM_c01_d26_mWA1_ch06_2,reggae,"bass,synthesizer,electricpiano",energetic
gWA_sBM_c01_d26_mWA1_ch07_1,jazz,"bass,electricguitar,acousticguitar",energetic
gWA_sBM_c01_d26_mWA1_ch07_2,reggae,"bass,synthesizer,electricpiano",energetic
gWA_sBM_c01_d26_mWA1_ch08_1,jazz,"bass,electricguitar,acousticguitar",energetic
gWA_sBM_c01_d26_mWA1_ch08_2,reggae,"bass,synthesizer,electricpiano",energetic
gWA_sBM_c01_d26_mWA1_ch09_1,jazz,"bass,electricguitar,acousticguitar",energetic
gWA_sBM_c01_d26_mWA1_ch09_2,reggae,"bass,synthesizer,electricpiano",energetic
gWA_sBM_c01_d26_mWA1_ch10_1,jazz,"bass,electricguitar,acousticguitar",energetic
gWA_sBM_c01_d26_mWA1_ch10_2,reggae,"bass,synthesizer,electricpiano",energetic
gWA_sFM_c01_d25_mWA1_ch02_1,jazz,"bass,electricguitar,acousticguitar",energetic
gWA_sFM_c01_d25_mWA1_ch02_2,reggae,"bass,electricpiano,synthesizer",energetic
gWA_sFM_c01_d25_mWA1_ch02_3,reggae,"bass,synthesizer,electricpiano",film
